PaperID;Index;Stressor;Effect;Endpoint;Species;Year;Authors;Title;Abstract;DOI;Quote;Location;Lat;Long;Approach category;Approach;Life stage;Direction;Interactions (Y/N);"Intereaction (none; synergistic; antagonistic)";Notes;Notes_anc;Notes_gh;;;;;;;;;;;;
Balk2011a;a;Contaminants, contamination, plastics;Growth/metabolism;haddock (Melanogrammus aeglefinus);haddock (Melanogrammus aeglefinus);2011;Balk, Lennart and Hylland, Ketil and Hansson, Tomas and Berntssen, Marc H. G. and Beyer, Jonny and Jonsson, Grete and Melbye, Alf and Grung, Merete and Torstensen, Bente E. and Borseth, Jan Fredrik and Skarphedinsdottir, Halldora and Klungsoyr, Jarle;Biomarkers in Natural Fish Populations Indicate Adverse Biological Effects of Offshore Oil Production;Background: Despite the growing awareness of the necessity of a sustainable development, the global economy continues to depend largely on the consumption of non-renewable energy resources. One such energy resource is fossil oil extracted from the seabed at offshore oil platforms. This type of oil production causes continuous environmental pollution from drilling waste, discharge of large amounts of produced water, and accidental spills. Methods and principal findings: Samples from natural populations of haddock (Melanogrammus aeglefinus) and Atlantic cod (Gadus morhua) in two North Sea areas with extensive oil production were investigated. Exposure to and uptake of polycyclic aromatic hydrocarbons (PAHs) were demonstrated, and biomarker analyses revealed adverse biological effects, including induction of biotransformation enzymes, oxidative stress, altered fatty acid composition, and genotoxicity. Genotoxicity was reflected by a hepatic DNA adduct pattern typical for exposure to a mixture of PAHs. Control material was collected from a North Sea area without oil production and from remote Icelandic waters. The difference between the two control areas indicates significant background pollution in the North Sea. Conclusion: It is most remarkable to obtain biomarker responses in natural fish populations in the open sea that are similar to the biomarker responses in fish from highly polluted areas close to a point source. Risk assessment of various threats to the marine fish populations in the North Sea, such as overfishing, global warming, and eutrophication, should also take into account the ecologically relevant impact of offshore oil production.;10.1371/journal.pone.0019735;"""The EROD activity was elevated in Atlantic cod from Tampen (Fig. 3b), and there were tendencies towards elevated EROD activity and amount of CYP1A enzyme in haddock from Tampen (Fig. 3a,c). The EROD activity and CYP1A enzyme values were comparatively high even at the Egersund bank. For example, the EROD activity in haddock from Iceland was only 6% (13.6±10.4 pmol per min and mg protein, n = 20, not shown) of the EROD activity in haddock from the Egersund bank. This difference is too large to be explained only by normal seasonal variation. Moreover, in Atlantic cod from Lofoten, Norway, collected in the autumn 2000 and 2001, the EROD activity was below 10 pmol per min and mg protein [28]. This is less than 15% of the EROD activity in Atlantic cod from the Egersund bank. Our interpretation is that CYP1A is substrate induced even at the Egersund bank, and that the true background EROD activity of haddock and Atlantic cod should be lower.""
""There was a general relationship between the intensity of oil production in the investigated North Sea areas and the biomarker responses in haddock and Atlantic cod. The biological effects included induction of biotransformation enzymes, oxidative stress, altered fatty acid composition, and genotoxicity. PAH metabolites were also demonstrated in the bile. It is most remarkable to obtain biomarker responses in natural fish populations in the open sea that are similar to the biomarker responses in fish from highly polluted areas close to a point source""";Norwegian North Sea;58,88;3,55;Survey;"Wild caught fish from areas with extensive oil production were compared to those from ""control"" areas in remote Icelandic and North Sea waters far from oil production activity. Genotoxicity was assessed via biomarkers present in liver bile and muscle tissue associated with stress and generally negative adverse biological effects.";Adult;Negative;N;;Study design almost identical to Aas1998 that found no significant effects in the same area at that point in time.;Ok;;;;;;;;;;;;;
Balk2011a;a;Contaminants, contamination, plastics;Growth/metabolism;cod (Gadus morhua);cod (Gadus morhua);2011;Balk, Lennart and Hylland, Ketil and Hansson, Tomas and Berntssen, Marc H. G. and Beyer, Jonny and Jonsson, Grete and Melbye, Alf and Grung, Merete and Torstensen, Bente E. and Borseth, Jan Fredrik and Skarphedinsdottir, Halldora and Klungsoyr, Jarle;Biomarkers in Natural Fish Populations Indicate Adverse Biological Effects of Offshore Oil Production;Background: Despite the growing awareness of the necessity of a sustainable development, the global economy continues to depend largely on the consumption of non-renewable energy resources. One such energy resource is fossil oil extracted from the seabed at offshore oil platforms. This type of oil production causes continuous environmental pollution from drilling waste, discharge of large amounts of produced water, and accidental spills. Methods and principal findings: Samples from natural populations of haddock (Melanogrammus aeglefinus) and Atlantic cod (Gadus morhua) in two North Sea areas with extensive oil production were investigated. Exposure to and uptake of polycyclic aromatic hydrocarbons (PAHs) were demonstrated, and biomarker analyses revealed adverse biological effects, including induction of biotransformation enzymes, oxidative stress, altered fatty acid composition, and genotoxicity. Genotoxicity was reflected by a hepatic DNA adduct pattern typical for exposure to a mixture of PAHs. Control material was collected from a North Sea area without oil production and from remote Icelandic waters. The difference between the two control areas indicates significant background pollution in the North Sea. Conclusion: It is most remarkable to obtain biomarker responses in natural fish populations in the open sea that are similar to the biomarker responses in fish from highly polluted areas close to a point source. Risk assessment of various threats to the marine fish populations in the North Sea, such as overfishing, global warming, and eutrophication, should also take into account the ecologically relevant impact of offshore oil production.;10.1371/journal.pone.0019735;"""The EROD activity was elevated in Atlantic cod from Tampen (Fig. 3b), and there were tendencies towards elevated EROD activity and amount of CYP1A enzyme in haddock from Tampen (Fig. 3a,c). The EROD activity and CYP1A enzyme values were comparatively high even at the Egersund bank. For example, the EROD activity in haddock from Iceland was only 6% (13.6±10.4 pmol per min and mg protein, n = 20, not shown) of the EROD activity in haddock from the Egersund bank. This difference is too large to be explained only by normal seasonal variation. Moreover, in Atlantic cod from Lofoten, Norway, collected in the autumn 2000 and 2001, the EROD activity was below 10 pmol per min and mg protein [28]. This is less than 15% of the EROD activity in Atlantic cod from the Egersund bank. Our interpretation is that CYP1A is substrate induced even at the Egersund bank, and that the true background EROD activity of haddock and Atlantic cod should be lower.""
""There was a general relationship between the intensity of oil production in the investigated North Sea areas and the biomarker responses in haddock and Atlantic cod. The biological effects included induction of biotransformation enzymes, oxidative stress, altered fatty acid composition, and genotoxicity. PAH metabolites were also demonstrated in the bile. It is most remarkable to obtain biomarker responses in natural fish populations in the open sea that are similar to the biomarker responses in fish from highly polluted areas close to a point source""";Norwegian North Sea;58,88;3,55;Survey;"Wild caught fish from areas with extensive oil production were compared to those from ""control"" areas in remote Icelandic and North Sea waters far from oil production activity. Genotoxicity was assessed via biomarkers present in liver bile and muscle tissue associated with stress and generally negative adverse biological effects.";Adult;Negative;N;;Study design almost identical to Aas1998 that found no significant effects in the same area at that point in time.;Ok;;;;;;;;;;;;;
Barbut2020a;a;Offshore wind and other marine infrastructure;Reproduction/Recruitment;Flatfish;common sole (Solea solea), European plaice (Pleuronectes platessa), turbot (Scophthalmus maximus), brill (Scophtalmus rhombus), European flounder (Platichthys flesus), and common dab (Limanda limanda);2020;Barbut, Leo and Vastenhoud, Berthe and Vigin, Laurence and Degraer, Steven and Volckaert, Filip A. M. and Lacroix, Genevieve;The proportion of flatfish recruitment in the North Sea potentially affected by offshore windfarms;Understanding the influence of man-made infrastructures on fish population dynamics is an important issue for fisheries management. This is particularly the case because of the steady proliferation of offshore wind farms (OWFs). Several flatfish species are likely to be affected because areas with OWFs in place or planned for show a spatial overlap with their spawning grounds. This study focuses on six commercially important flatfish species in the North Sea: common sole (Solea solea), European plaice (Pleuronectes platessa), turbot (Scophthalmus maximus), brill (Scophtalmus rhombus), European flounder (Platichthys flesus), and common dab (Limanda limanda). We used a particle-tracking model (LARvAE\&Co) coupled to a 3D hydrodynamic model to assess the effects of spatial overlap of OWFs with the species' spawning grounds on the larval fluxes to known nursery grounds. An important overlap between planned areas of OWFs and flatfish spawning grounds was detected, with a resulting proportion of settlers originating from those areas varying from 2\% to 16\%. Our study suggests that European plaice, common dab, and brill could be the most affected flatfish species, yet with some important local disparities across the North Sea. Consequently, the study represents a first step to quantify the potential impact of OWFs on flatfish settlement, and hence on their population dynamics.;10.1093/icesjms/fsz050;"""An important overlap between future OWF areas and flatfish spawning grounds was estimated, with a proportion of settlers originating from OWF areas varying from 2% to 16%. This study suggests that European plaice, common dab, and brill could be the most affected flatfish species, yet with some important local disparities across the North Sea. Our results predicted interspecific differences resulting from the interaction between life history traits (such as pelagic larval duration, spawning period, and distribution) and the environmental conditions (such as temperature and currents). Overall, species seem to be affected differently across the North Sea. Survey to assess the specific effect of OWFs on the different species, especially on eggs production, would help to further understand the potential impact of the presence of OWFs on flatfish population. """;south central North Sea;52,93;2,47;Model;"The Lagrangian larval transport model ""LARVAE&CO"", which is a coupling of an individual and hydrodynamic model, was used to simulate dispersal of early life stages. OWFs are assessed for their overlap with nursery areas.";Egg, larvae;Mixed-Positive;N;;Based on the assumption that OWFs will provide substrate and habitat for adult flatfish and thus spawning will take place in their vicinity, while they will not provide good nursery habitat so they may act as a source for eggs but a sink for larvae. ;Ok;;;;;;;;;;;;;
Barceló2016a;a;Warming, temperature;Community (e.g.  composition,  biodiversity);cod (Gadus morhua);;2016;Barceló, Caren and Ciannelli, Lorenzo and Olsen, Esben and Johannessen, Tore and Knutsen, Halvor;Eight decades of sampling reveal a contemporary novel fish assemblage in coastal nursery habitats;In order to adequately monitor biodiversity trends through time and their responses to natural or anthropogenic impacts, researchers require long time series that are often unavailable. This general lack of datasets that are several decades or longer makes establishing a background or baseline of diversity metrics difficult - especially when attempting to understand species composition changes against a backdrop of climate and ecological variability. Here we present an analysis of a community of juvenile nearshore fishes based on nearly 8 decades of highly standardized Norwegian survey records. Using multivariate statistical techniques, we: a) characterize the change in taxonomic community composition through time, b) determine whether there has been an increase in warm water affinity species relative to their cold water affinity counterparts, and c) characterize the temporal change in the species' functional trait assemblage. Our results strongly indicate a shift towards a novel fish assemblage between the late 1990s and 2000s. The context of changes within the most recent two decades are in stark contrast to those during the 60s and 70s, but similar to those during the previous warm period during the 30s and 40s. This novel assemblage is tightly linked to the warming temperatures in the region portrayed by the increased presence of warm water species and a higher incidence of pelagic, planktivorous species. The results indicate a clear influence of ocean temperature on the region's juvenile fish community that points to climate mediated effects on the species assemblages of an important fish nursery area. This article is protected by copyright. All rights reserved. This article is protected by copyright. All rights reserved.;10.1111/gcb.13047;"""Our results from the Flødevigen survey point towarda novel juvenile community becoming establishedalong the southern Norwegian Skagerrak coast startingin the late 1990s and into the 2000s. The species accu-mulation curve through time shows a progressiveincrement from the beginning of the time series untilreaching a 31-year plateau starting in 1956 continuingthrough 1986 – which is during the colder period in thedata series. This plateau is indicative of an overall long-term stable species pool during these 31 years, a periodof little change in terms of accumulated richness. How-ever, after these 3 decades, starting in the 1990s (warmperiod), there was an addition of more Lusitanianspecies, including the juvenile stages of tub gurnard,European pilchard, and European anchovy 

(PDF) Eight decades of sampling reveal a contemporary novel fish assemblage in coastal nursery habitats. Available from: https://www.researchgate.net/publication/280694293_Eight_decades_of_sampling_reveal_a_contemporary_novel_fish_assemblage_in_coastal_nursery_habitats/figures?lo=1 [accessed Nov 19 2025].""";Norwegian Skaggerak;58,54;9,07;Model;Community analysis of Flødevigen dataset using clustering and ordination based on functional traits extracted from fishbase. Trait-environment relationships described quantitatively via fourth corner analysis. Cold (Boreal) vs warm (Lusitanian) affinity determined based on whether the center of a species range was north or south of the English Channel.;;Negative;N;;Attempting to describe whether theres an overall community shift in response to temperature from cold to warm-affinity species primarily. Shift to warm is observed, with southern species transitioning from sporadically present to stably present. This could increase pressure on species such as cod due to changes in metabolic scope with warming as well as predation by incoming planktivores on the egg stage of piscivores such as cod.;Ok;;;;;;;;;;;;;
Baudron2011a;a;Warming, temperature;Growth/metabolism;haddock (Melanogrammus aeglefinus);haddock (Melanogrammus aeglefinus);2011;Baudron, A. R. and Needle, C. L. and Marshall, C. T.;Implications of a warming North Sea for the growth of haddock Melanogrammus aeglefinus;The present study aimed firstly, to test for a temperature effect on North Sea haddock Melanogrammus aeglefinus growth and secondly, to develop a model that could be used to assess total length (L(T)) and mass (M)-at-age response to different temperature scenarios. The von Bertalanffy growth model was fitted on a cohort-by-cohort basis from 1970 to 2006. The asymptotic L(T) (L(infinity)) was negatively correlated with temperature while the rate at which L(infinity) is reached (K) was positively correlated with temperature. K was negatively correlated with density, whereas no effect on L(infinity) was observed. These effects were incorporated into a von Bertalanffy model which was extended to include temperature and density as explanatory variables. Only the temperature variable was significant. Fitting the extended von Bertalanffy model revealed that L(infinity) decreased while K increased with increasing temperature, resulting in up to a 40\% loss of individual yield at older ages. The dramatic decline observed in the mean age at which 50\% of the population becomes mature suggests that higher temperatures resulted in larger young M. aeglefinus that matured earlier and therefore reached a smaller maximum size. In a global warming context, the loss of individual yield observed at old ages is likely to reduce the fisheries yield for M. aeglefinus in the North Sea. Journal of Fish Biology (C) 2011 The Fisheries Society of the British Isles No claim to original US government works;10.1111/j.1095-8649.2011.02940.x;"""Another plausible explanation of the underlying biological mechanism would bethat the faster growth observed at young ages induces an earlier maturation ofM. aegleﬁnus. As growth slows down after the maturation due to less energy beingdevoted to somatic growth, the observed decrease in the A50 and L50 of M. aegleﬁnuscould be a possible explanation for the observed reductions in growth at mature ageclasses. Thus, the decline in size at age for age classes >2 years old observed in NorthSea M. aegleﬁnus could be due to environmental drivers: as temperature increasesM. aegleﬁnus juveniles grow faster and reach their L50 at an earlier age, after whichtheir growth slows down and leads to a lower L∞.""";North Sea;56,29;3,24;Survey;Length data for haddock caught between 1970 and 2010 in the North Sea was retrieved from the North Sea International Bottom Trawl Survey dataset. Length and otolith-derived age measurements were used alongside environmental factors and a growth function to explore correlations between growth and environmental change (primarily sea bottom temperature).;Adult;Mixed;N;;The best model included temperature at sea bottom, outperforming the null model and suggesting environmental effects were stronger than density dependent effects. Growth rate increased, but max size decreased with warming.;If max size decreases I'd intuitively say mixed instead of mixed-positive;;;;;;;;;;;;;
Baumann2006a;a;Warming, temperature;Growth/metabolism;Sprat (Sprattus sprattus);Sprat (Sprattus sprattus);2006;Baumann, Hannes and Groehsler, Tomas and Kornilovs, Georgs and Makarchouk, Andrej and Feldmann, Valerie and Temming, Axel;Temperature-induced regional and temporal growth differences in Baltic young-of-the-year sprat Sprattus sprattus;We examined spatial and temporal differences in growth patterns of young-of-the-year (YoY) sprat Sprattus sprattus synchronously sampled in October 2002 from 4 different regions of the Baltic Sea (western, central, eastern, northeastern Baltic), The microstructure of the sagittal otoliths of 427 individuals from 64 sampling sites were analysed to determine the day of first feeding (DFF) and the growth history of YoY survivors. DFF distributions differed markedly between Baltic areas, with a shift to later mean DFFs and narrower distributions from west to northeast. This was consistent with the shift in mean seasonal spawning effort of Baltic sprat, derived from long-term observations (1973 to 2002) of sprat egg abundance in these areas. Otolith growth trajectories (i.e. increment width-at-age) had a characteristic shape related to sampling area and, more importantly, to the time of the year at which the individual started feeding (DFF). During the larval stage, individuals from the northeastern area and those born later in the year had higher growth rates than their earlier born conspecifics, while the pattern was reversed during the juvenile stage. Weekly means of satellite-based sea-surface temperature were used to approximate the potential temperature history of YoY survivors, which significantly influenced the shape of the otolith growth trajectory. We conclude that different DFFs and therefore different temperature histories were primarily responsible for the large-scale spatial growth variability between newly recruited Baltic YoY sprat in 2002.;10.3354/meps317225;"""The strong correlations between SST and the estimated Weibull parameters confirmed the key importance of temperature for somatic growth of YoY sprat,
provided that growth-independent temperature effects
on otoliths (Huuskonen & Karjalainen 1998) were negligible. The characteristic patterns allowed several further conclusions: (1) the shape of the otolith trajectory
was determined mainly by the temperature experienced throughout the larval and early juvenile stage;
this is consistent with many field (Crecco & Savoy
1985, Baumann et al. in press) and laboratory (Otterlei
et al. 2002) studies. (2) Sprat larvae born later in the
season experienced higher temperatures and therefore
had broader peak increments, which they reached earlier after DFF (Fig. 8) and at lower otolith sizes. Thus,
fast growing sprat larvae were smaller at the point of
maximum growth, although the magnitude of the effect was probably exaggerated, because faster growing individuals often form relatively smaller otoliths
(Campana 1990, Baumann et al. 2005). """;Central Baltic Sea;55,75;18,40;Survey;Otolith growth rates were compared to temperature experiences and calculated day of first feeding to determine the impact of temperature on growth and development of larval sprat.;Larvae;Positive;N;;Growth rate was higher among sprat that emerged later and therefore experienced warmer temperatures. This variability driven by time and space in the present drives a gradient of sprat morphology within the Baltic that provides insight into how the fish will likely perform under likely climate change scenarios.;Ok;;;;;;;;;;;;;
Baumann2006b;b;Warming, temperature;Reproduction/Recruitment;Sprat (Sprattus sprattus);Sprat (Sprattus sprattus);2006;Baumann, H. and Hinrichsen, H. -H. and Moellmann, C. and Koester, F. W. and Malzahn, A. M. and Temming, A.;Recruitment variability in Baltic Sea sprat (Sprattus sprattus) is tightly coupled to temperature and transport patterns affecting the larval and early juvenile stages;Recruitment patterns of Baltic Sea sprat (Sprattus sprattus) were correlated to time series of (i) month- and depth-specific temperature conditions and (ii) larval drift patterns inferred from long-term Lagrangian particle simulations. From the latter, we derived an index that likely reflected the variable degree of annual larval transport from the central, deep spawning basins to the shallow coastal areas of the Baltic Sea. The drift index was significantly (P < 0.001) correlated to sprat recruitment success and explained, together with sprat spawning stock biomass, 82\% of the overall variability between 1979 and 2003. Years of strong larval displacement towards southern and eastern Baltic coasts corresponded to relative recruitment failure, while years of retention within the deep basins were associated with relative recruitment success. The strongest correlation between temperature and recruitment occurred during August in surface waters, explaining 73\% of the overall variability. Together, the two approaches advocate that new year classes of Baltic sprat are predominantly composed of individuals born late in the season and are determined in strength mainly by processes acting during the late larval and early juvenile stages. However, prior to be included in recruitment predictions, the biological mechanisms underlying these strong correlations may need to be better resolved.;10.1139/F06-112;"""However, bigger sizes due to accelerated growth in summer may not necessarily grant immediate survival benefits but could also lead to lower mortality throughout the subsequent first winter (e.g., Henderson et al. 1988). Smaller fish have lower energy reserves than bigger conspecifics and could therefore be physiologically less tolerant against low temperatures during overwintering (Sogard 1997). This may be particularly important in a species like sprat, for which the Baltic Sea comprises the northern extreme of its geographical distribution (MacKenzie and Köster 2004)""";Central and SW Baltic Sea;56,44;19,65;Model;Hydrodynamic model combined with Langrangian particle model to simulate sprat spawning/egg release in the central and SW Baltic Sea for a year with weak, variable easterly winds (1997) and a year with stronger, more variable westerly winds (1998).;Egg;Positive;N;;Goes beyond warmer temperatures drive faster growth which drives less predation, noting that even after the collapse of Baltic cod, the main sprat predator, the temperature dependency remained strong. Instead, proposes a better body condition during first winter hypothesis.;Ok;;;;;;;;;;;;;
Behrens2012a;a;Hypoxia, deoxygenation;Growth/metabolism;cod (Gadus morhua);cod (Gadus morhua);2012;Behrens, Jane W. and Axelsson, Michael and Neuenfeldt, Stefan and Seth, Henrik;Effects of {Hypoxic} {Exposure} during {Feeding} on {SDA} and {Postprandial} {Cardiovascular} {Physiology} in the {Atlantic} {Cod}, {Gadus} morhua;Some Atlantic cod in the Bornholm Basin undertake vertical foraging migrations into severely hypoxic bottom water. Hypoxic conditions can reduce the postprandial increase in gastrointestinal blood flow (GBF). This could subsequently postpone or reduce the postprandial increase in oxygen consumption (MO2), i.e. the SDA, leading to a disturbed digestion. Additionally, a restricted oxygen uptake could result in an oxygen debt that needs to be compensated for upon return to normoxic waters and this may also affect the ability to process the food. Long-term cardio-respiratory measurements were made on fed G. morhua in order to understand how the cardio-respiratory system of feeding fish respond to a period of hypoxia and a subsequent return to normoxia. These were exposed to 35\% water oxygen saturation for 90 minutes, equivalent to the time and oxygen level cod voluntarily endure when searching for food in the Bornholm Basin. We found that i) gastric and intestinal blood flows, cardiac output and MO2 increased after feeding, ii) gastric and intestinal blood flows were spared in hypoxia, and iii) there were no indications of an oxygen debt at the end of the hypoxic period. The magnitude and time course of the measured variables are similar to values obtained from fish not exposed to the hypoxic period. In conclusion, when cod in the field search for and ingest prey under moderate hypoxic conditions they appear to stay within safe limits of oxygen availability as we saw no indications of an oxygen debt, or negative influence on digestive capacity, when simulating field observations.;10.1371/journal.pone.0046227;"""We found that i) gastric and intestinal blood flows, cardiac output and MO2 increased after feeding, ii) gastric and intestinal blood flows were spared in hypoxia, and iii) there were no indications of an oxygen debt at the end of the hypoxic period. The magnitude and time course of the measured variables are similar to values obtained from fish not exposed to the hypoxic period. In conclusion, when cod in the field search for and ingest prey under moderate hypoxic conditions they appear to stay within safe limits of oxygen availability as we saw no indications of an oxygen debt, or negative influence on digestive capacity, when simulating field observations."" ""Acknowledging however that the capacity of the cardiorespiratory system to accommodate a hypoxic load is not limitless, a greater degree of hypoxia and/or prolonged exposure time (in addition to a larger meal size) may have resulted in negative impact""";Bornholm Basin;55,31;15,96;Lab;Long-term cardio-respiratory measurements were made on fed G. morhua in order to understand how the cardio-respiratory system of feeding fish respond to a period of hypoxia and a subsequent return to normoxia. These were exposed to 35% water oxygen saturation for 90 minutes, equivalent to the time and oxygen level cod voluntarily endure when searching for food in the Bornholm Basin.;Adult;Insignificant;N;;Lab based study with realistic residence times in hypoxic waters, but does not account for repeat visits, especially while the previous meal is still being digested, which would likely have negative impacts on metabolism.;Ok;;;;;;;;;;;;;
Behrens2018a;a;Hypoxia, deoxygenation;Growth/metabolism;cod (Gadus morhua);cod (Gadus morhua);2018;Behrens, Jane W. and Svendsen, Jon C. and Neuenfeldt, Stefan and Andersen, Niels G. and van Deurs, Mikael;Individual variation in aerobic scope affects modeled vertical foraging migration in {Atlantic} cod {Gadhus} morhua, but only in moderate hypoxia;"Vertical migration is the most widespread migration in the aquatic world, yet the mechanisms limiting the extent of this behavior are largely unknown. In the Baltic Sea, some Atlantic cod Gadus morhua perform vertical foraging migrations into severely hypoxic demersal zones where aerobic metabolism is insufficient to cover energy requirements. After foraging, the fish return to better oxygenated waters for physiological recovery and digestion. To test the influence of phenotypic variation in aerobic scope (AS; the difference between the maximum and the minimum metabolic rate) on the capacity to migrate into severely hypoxic zones, we incorporated AS into a state-dependent individual-based model simulating vertical foraging migrations of G. morhua. We found little effect of individual variation in AS on the capacity for vertical migration when the zone used for physiological recovery was normoxic. In contrast, when there was moderate hypoxia (30\% air saturation, O-2sat) in the zone used for physiological recovery, the high AS phenotype had a clear advantage because it could forage 3-4 times longer in the severely hypoxic (16\% O-2sat, i.e. below the threshold for aerobic metabolism of the species) demersal zone compared to the low AS phenotype. Thus, phenotypic variation in AS is only important when there is moderate hypoxia in the zone used for physiological recovery, suggesting that the influence of AS variation on the capacity for vertical migration is context dependent. We propose that elevated AS may be evolutionarily favorable when hypoxia prevails in the water column.";10.3354/meps12629;"""Thus, compared to the low AS phenotype, the
high AS phenotype had the physiological capacity to
forage 3−4 times longer when physiological recovery occurred in moderate hypoxia (30% Osat)"" ""Our data are consistent with the conjecture that
fitness-related advantages of various metabolic
phenotypes may be context dependent (Norin et al.
2016). For example, the optimal combination of RS
and AS for somatic growth may depend on food
availability (Auer et al. 2015). Adding environmental
variation to the context de pendency, we found that
high AS phenotypes may have a foraging advantage
when moderate hypoxia prevails in the upper zone
where physiological re covery and digestion occur.
Importantly, the advantage is eliminated when the
upper zone is normoxic. The cause−effect explanation for enhanced foraging performance of high AS
fish is found in the recovery phase.""";Baltic Sea;54,76;13,90;Model;Individual-based model for adult cod foraging in a vertically stratified water column based on published bioenergetic standards. Forced model based on tag data. ;Adult;Negative;N;;Time step based, with decisions to move between normoxic and hypoxic zones determined by stomach fullness. Testing differences in aerobic scope (AS) phenotypes in terms of responses to/impacts of exposure to hypoxia. Findings suggest that phenotype is imporant when a normoxic refuge is not available adjacent to the hypoxic foraging arena. Phenotypic tradeoffs, though not the focus of this study, must exist.;Ok;;;;;;;;;;;;;
Beineke2005a;a;Contaminants, contamination, plastics;Disease/illness;harbour porpoise (Phocoena phocoena);harbour porpoise (Phocoena phocoena);2005;Beineke, A and Siebert, U and Mclachlan, M and Bruhn, R and Thron, K and Failing, K and Müller, G and Baumgärtner, W;Investigations of the potential influence of environmental contaminants on the thymus and spleen of harbor porpoises (Phocoena phocoena);Harbor porpoises from the German North and Baltic Seas exhibit a higher incidence of bacterial infections compared to whales from less polluted arctic waters. The potential adverse effect of environmental contaminants such as polychlorinated biphenyls (PCBs) and heavy metals on the immune system and the health status of marine mammals is still discussed controversially. The aim of the presentstudy was to investigate the possible influence of PCB, polybrominated diphenyl ether (PBDE), toxaphene, (p,p'dichlorodiphenyl)trichlorethane (DDT), and (pp-dichlorodiphenyl)dichlorethene (DDE) on the immune system of harbor porpoises. Lymphoid organs are influenced by a variety of factors, and therefore special emphasis was given to separating the confounding effect of age, health status, nutritional state, geographical location, and sex from the effect of contaminant levels upon thymus and spleen. Contaminant analysis and detailed pathological examinations were conducted on 61 by-caught and stranded whales from the North and Baltic Seas and Icelandic and Norwegian waters. Stranded harbor porpoises were more severely diseasedthan by-caught animals. Thymic atrophy and splenic depletion were significantly correlated to increased PCB and PBDE levels. However, lymphoid depletion was also associated with emaciation and an impaired health status. The present report supports the hypothesis of a contaminant-induced immunosuppression, possibly contributing to disease susceptibility in harbor porpoises. However, further studies are needed to determine if lymphoid depletion is primarily contaminant-induced or secondary to disease and emaciation in this cetacean species.;10.1021/es048709j;"""The present report provides further support for the hypothesis of a contaminant-induced immunosuppression, possibly contributing to disease susceptibility in harbor porpoises from the North and Baltic Seas. For the first time lymphoid depletion associated with elevated PCB and PBDE levels is demonstrated in this marine mammal species. It remains undetermined if changes in the thymus and spleen are primarily contaminant-induced or a sequela of infectious diseases and emaciation. However, in by-caught harbor porpoises thymic atrophy was primarily associated with elevated PBDE levels, while there was no correlation with the health status and nutritional state. Functional im munological assays should be performed in future studies to evaluate the influence of environmental contaminants on the cellular immune response in the harbor porpoise.""";German North Sea, German Baltic Sea;54,47;10,62;Survey;61 harbour porpoises, the majority of which were by-caught individuals, the rest stranded, were necropsied and analyzed for links between contaminants and histopathological/microbiological factors.;Juvenile, Adult;Negative;N;;Difficult to untangle effects of opportunistic infections and parasites from contaminant impacts ie which precedes the other.;Why mixed negative instead of negative?;Seems more weakly negative than mixed, agreed;;;;;;;;;;;;
